PUMA,Total number of jobs,Number of jobs for workers age 29 or younger,Number of jobs for workers age 30 to 54,Number of jobs for workers age 55 or older,Number of jobs with earnings $1250/month or less,Number of jobs with earnings $1251/month to $3333/month,Number of jobs with earnings greater than $3333/month,"Number of jobs in NAICS sector 11 (Agriculture, Forestry, Fishing and Hunting)","Number of jobs in NAICS sector 21 (Mining, Quarrying, and Oil and Gas Extraction)",Number of jobs in NAICS sector 22 (Utilities),Number of jobs in NAICS sector 23 (Construction),Number of jobs in NAICS sector 31-33 (Manufacturing),Number of jobs in NAICS sector 42 (Wholesale Trade),Number of jobs in NAICS sector 44-45 (Retail Trade),Number of jobs in NAICS sector 48-49 (Transportation and Warehousing),Number of jobs in NAICS sector 51 (Information),Number of jobs in NAICS sector 52 (Finance and Insurance),Number of jobs in NAICS sector 53 (Real Estate and Rental and Leasing),"Number of jobs in NAICS sector 54 (Professional, Scientific, and Technical Services)",Number of jobs in NAICS sector 55 (Management of Companies and Enterprises),Number of jobs in NAICS sector 56 (Administrative and Support and Waste Management and Remediation Services),Number of jobs in NAICS sector 61 (Educational Services),Number of jobs in NAICS sector 62 (Health Care and Social Assistance),"Number of jobs in NAICS sector 71 (Arts, Entertainment, and Recreation)",Number of jobs in NAICS sector 72 (Accommodation and Food Services),Number of jobs in NAICS sector 81 (Other Services [except Public Administration]),Number of jobs in NAICS sector 92 (Public Administration),Number of jobs for workers with Educational Attainment: Less than high school,"Number of jobs for workers with Educational Attainment: High school or equivalent, no college",Number of jobs for workers with Educational Attainment: Some college or Associate degree,Number of jobs for workers with Educational Attainment: Bachelor's degree or advanced degree,Proportion of jobs for ages 29 and younger,Proportion of jobs for ages 30 to 54,Proportion of jobs for ages 55 and older,Proportion of jobs paying 1250 a month or less,Proportion of jobs paying 1251 to 3333 a month or less,Proportion of jobs paying more than 3333 a month,Proportion of agriculture jobs,Proportion of extraction jobs,Proportion of utilities jobs,Proportion of construction jobs,Proportion of manufacturing jobs,Proportion of wholesale trade jobs,Proportion of retail trade jobs,Proportion of transportation jobs,Proportion of information jobs,Proportion of finance jobs,Proportion of real estate jobs,Proportion of professional jobs,Proportion of management jobs,Proportion of support/administrative jobs,Proportion of educational jobs,Proportion of health jobs,Proportion of entertainment jobs,Proportion of hospitality jobs,Proportion of other services jobs,Proportion of public administration jobs,Proportion of jobs with less than high school education,"Proportion of jobs with high school education, no college",Proportion of jobs with some college or associate degree,Proportion of jobs with bachelor's degree or advanced degree
0603761,104066,23013,55876,25177,20310,34272,49484,399,356,461,2235,13143,6998,12309,3256,1211,2870,1815,7220,560,10956,4740,21948,884,8934,2740,1031,15146,16359,24595,24953,0.22113850825437703,0.536928487690504,0.24193300405511886,0.19516460707627853,0.3293294639940038,0.47550592892971766,0.0038341052793419562,0.003420905963523149,0.00442988103703419,0.021476755136163588,0.12629485134433918,0.06724578632790729,0.11828070647473718,0.03128783656525667,0.011636845847827341,0.02757865200930179,0.017440854842119425,0.06937904791190207,0.005381200392058885,0.10527934195606634,0.04554801760421271,0.21090461822305076,0.008494609190321526,0.085849364826168,0.026329444775430977,0.009907174293236985,0.18686538437812295,0.20183090076863286,0.30344342590650564,0.30786028894673856
0603762,72752,15480,39619,17653,13463,28573,30716,186,91,0,4147,8844,5849,6305,8815,651,525,1204,3155,1007,14006,5066,5104,685,4759,2337,16,14844,12735,16012,13681,0.212777655597097,0.5445760941279965,0.24264625027490652,0.18505333186716516,0.39274521662634704,0.4222014515064878,0.002556630745546514,0.0012508247195953375,0.0,0.0570018693644161,0.12156366835276006,0.0803964152188256,0.08666428414339125,0.12116505388168022,0.0089482076094128,0.007216296459203871,0.016549373213107545,0.043366505388168025,0.013841543875082471,0.19251704420497032,0.06963382449967011,0.07015614691005058,0.009415548713437432,0.06541400923685947,0.032122828238398946,0.00021992522542335605,0.25918424360944264,0.22235996647576478,0.27957815337337616,0.2388776365414164
0603763,29868,6573,16212,7083,7152,11010,11706,37,141,47,3443,1456,1150,2844,976,346,593,1202,1658,78,2575,1738,7028,297,2331,1675,253,5889,5312,6989,5105,0.22006830052229812,0.5427882683808759,0.23714343109682604,0.2394535958216151,0.36862193652069103,0.39192446765769384,0.0012387839828579082,0.00472077139413419,0.001573590464711397,0.11527387170215615,0.04874782375786795,0.0385027454131512,0.09521896343913218,0.032677112628900495,0.011584304272130709,0.01985402437391188,0.04024373911878934,0.05551091469130842,0.0026114905584572116,0.08621266907727333,0.05818936654613633,0.23530199544663186,0.009943752511048613,0.07804339092004821,0.05608008571045935,0.008470603990893263,0.25280103026400513,0.22803176647349216,0.30002146383344064,0.21914573942906204
0603764,69165,19490,35073,14602,17179,26202,25784,18,36,58,1479,3412,3512,15506,3721,1233,2915,818,2261,2050,3410,4515,7599,2712,10903,2062,945,10335,10764,15004,13572,0.28178992264873853,0.5070917371502928,0.2111183402009687,0.24837706932697173,0.37883322489698545,0.3727897057760428,0.0002602472348731295,0.000520494469746259,0.0008385744234800838,0.021383647798742137,0.04933130918817321,0.05077712715969059,0.22418853466348587,0.053798886720161934,0.017826935588809368,0.0421455938697318,0.011826791007012217,0.032689944336008095,0.029639268416106413,0.04930239282874286,0.06527868141400997,0.10986770765560616,0.039210583387551505,0.1576375334345406,0.0298127665726885,0.013662979830839297,0.20805234021137392,0.21668847508807246,0.3020432813286361,0.2732159033719175
0603765,67200,16472,34959,15769,16410,22206,28584,76,161,365,1436,3763,2222,8161,2548,980,1876,1527,3775,1943,6966,9910,8711,1059,8370,3114,237,9388,10547,15422,15371,0.24511904761904763,0.5202232142857143,0.2346577380952381,0.24419642857142856,0.3304464285714286,0.4253571428571429,0.001130952380952381,0.002395833333333333,0.005431547619047619,0.021369047619047617,0.05599702380952381,0.033065476190476194,0.12144345238095237,0.03791666666666667,0.014583333333333334,0.027916666666666666,0.022723214285714284,0.05617559523809524,0.028913690476190475,0.10366071428571429,0.1474702380952381,0.1296279761904762,0.015758928571428573,0.12455357142857143,0.046339285714285715,0.003526785714285714,0.1850654470903643,0.20791278978079167,0.30401356252956946,0.3030082005992746
0603766,62537,11818,36434,14285,10095,17151,35291,22,157,958,808,1819,1306,2588,8950,456,1381,513,4106,4320,2496,1610,15632,1450,7255,1876,4834,9173,10507,16448,14591,0.18897612613332906,0.5825991013320114,0.22842477253465948,0.1614244367334538,0.27425364184402834,0.5643219214225179,0.0003517917392903401,0.0025105137758447,0.015318931192733901,0.012920351152117947,0.029086780625869484,0.020883636886962917,0.04138350096742728,0.143115275756752,0.007291683323472504,0.022082926907270897,0.008203143738906567,0.06565713097846075,0.06907910516973952,0.0399123718758495,0.025744759102611255,0.24996402129939077,0.023186273725954235,0.11601132129779171,0.02999824104130355,0.07729823944225019,0.18085924407026951,0.20716102446814802,0.32429661468088883,0.28768311678069364
0603767,61678,11362,34763,15553,11309,18989,31380,127,10,38,2612,5597,4776,4542,13030,476,874,515,3062,209,7191,2495,8026,396,4539,1838,1325,11115,11060,15508,12633,0.18421479295697007,0.5636207399721133,0.2521644670709167,0.1833554914231979,0.30787314763773144,0.5087713609390706,0.0020590810337559585,0.0001621323648626739,0.0006161029864781608,0.04234897370213042,0.09074548461363857,0.07743441745841305,0.07364052012062648,0.21125847141606408,0.007717500567463277,0.014170368688997698,0.008349816790427705,0.049644930120950746,0.003388566425629884,0.1165893835727488,0.04045202503323714,0.13012743603878207,0.006420441648561886,0.07359188041116768,0.02979992866175946,0.02148253834430429,0.22090388743143335,0.21981079577072898,0.3082120995309643,0.25107321726687337
0603768,23612,5675,12006,5931,6297,9045,8270,38,0,33,998,181,416,2381,259,262,847,1891,1874,33,1206,3129,2991,1194,4198,1292,389,3628,3634,4999,5676,0.24034389293579536,0.5084702693545655,0.25118583770963915,0.266686430628494,0.3830679315602236,0.3502456378112824,0.0016093511773674404,0.0,0.0013975944435033034,0.04226664407928172,0.007665593765881755,0.01761816025749619,0.10083855666610199,0.01096899881416229,0.011096052854480773,0.035871590716584786,0.08008639674741656,0.0793664238522785,0.0013975944435033034,0.05107572420802982,0.13251736405217687,0.12667287819752668,0.05056750804675589,0.1777909537523293,0.05471794003049297,0.016474673894629848,0.20226347772760217,0.20259798182527736,0.2786976640463846,0.3164408764007359
0603769,24589,6089,13253,5247,6307,8782,9500,7,211,0,1987,1478,858,3657,1754,81,360,498,1544,287,1827,1271,4244,281,3032,1041,171,4342,4328,5645,4185,0.2476310545365814,0.5389808450933344,0.21338810037008418,0.25649680751555576,0.35715157184106716,0.38635162064337714,0.00028468014152669893,0.00858107283744764,0.0,0.08080849160193583,0.060108178453780144,0.034893651632843956,0.14872503965187686,0.07133270974826142,0.0032941559233803735,0.014640692992801659,0.020252958640042295,0.06279230550246045,0.011671885802594656,0.07430151693846843,0.05168977998291919,0.1725975029484729,0.011427874252714628,0.1233071698727073,0.0423360039041848,0.006954329171580788,0.23470270270270271,0.23394594594594595,0.3051351351351351,0.2262162162162162
0603900,49374,10617,27098,11659,12276,18098,19000,10664,97,320,2076,3272,1024,3291,883,364,364,303,638,340,1328,4568,8692,1567,4105,899,4579,9505,9598,11985,7669,0.21503220318386196,0.548831368736582,0.23613642807955604,0.24863288370397374,0.36654919593308216,0.38481792036294404,0.21598412119739133,0.0019645967513266093,0.006481143921902216,0.04204642119334062,0.06626969660145016,0.02073966055008709,0.0666545145218131,0.017883906509498927,0.00737230121116377,0.00737230121116377,0.006136833151051161,0.012921780694292543,0.0068862154170211045,0.026896747275894195,0.09251832948515414,0.17604407177866893,0.031737351642564915,0.08314092437315186,0.01820796370559404,0.09274111880746952,0.24524602007379312,0.2476455866037103,0.3092344608715845,0.1978739324509121
0604101,48161,9183,25937,13041,9520,13069,25572,429,1,160,3523,2908,1214,3858,414,1635,950,721,3527,1323,3863,3650,9325,1233,4475,2603,2349,5293,7304,11705,14676,0.19067295114304106,0.5385477876289945,0.27077926122796453,0.19767031415460642,0.27136064450488984,0.5309690413405037,0.00890762235003426,2.0763688461618323e-05,0.0033221901538589317,0.07315047445028135,0.06038080604638608,0.025207117792404643,0.08010631008492348,0.008596167023109984,0.03394863063474596,0.019725504038537407,0.01497061938082681,0.07323352920412782,0.02747035983472104,0.08021012852723158,0.07578746288490687,0.19362139490459085,0.02560162787317539,0.09291750586574199,0.05404788106559249,0.048773904196341436,0.1357945507722305,0.1873877571963672,0.3002976037764893,0.376520088254913
0604102,65845,12775,35599,17471,12627,16923,36295,79,5,634,4465,1695,1596,9556,1301,953,2195,1540,5935,926,2458,6083,9091,2063,7788,3608,3874,7117,10139,15841,19973,0.19401625028475966,0.5406484926721846,0.26533525704305566,0.19176854734603993,0.25701268129698535,0.5512187713569747,0.0011997873794517427,7.593591009188245e-05,0.009628673399650695,0.06781076771205102,0.025742273521148152,0.02423874250132888,0.14512871136760574,0.019758523805907813,0.014473384463512795,0.03333586453033639,0.023388260308299796,0.09013592527906447,0.01406333054901663,0.03733009340116941,0.09238362821778419,0.13806667172906067,0.0313311565039107,0.1182777735591161,0.054795352722302376,0.05883514313919053,0.13410589787073676,0.1910495571886188,0.29849255700018845,0.376351987940456
0604701,31571,6569,16998,8004,5900,13886,11785,8906,3,250,1101,5559,1380,2364,1494,41,195,133,227,752,346,3742,1950,225,1813,415,675,7398,6037,6852,4715,0.20807069779227771,0.5384054987171771,0.2535238034905451,0.1868803648918311,0.43983402489626555,0.3732856102119033,0.2820943270723132,9.502391435177852e-05,0.007918659529314878,0.03487377656710272,0.17607931329384563,0.04371100060181812,0.07487884450920149,0.047321909347185706,0.0012986601628076399,0.006176554432865604,0.0042127268695955145,0.007190142852617909,0.023819327864179153,0.01095942478857179,0.11852649583478508,0.061765544328656045,0.00712679357638339,0.057426118906591495,0.013144974818662697,0.021380380729150168,0.2958963282937365,0.24146068314534838,0.2740580753539717,0.18858491320694346
0604702,43921,10681,23797,9443,11287,16775,15859,4180,0,395,1546,3875,471,4691,1654,200,894,454,861,630,1766,7853,6892,428,3395,864,2872,7231,7840,10704,7465,0.24318663054119896,0.5418137109810797,0.21499965847772137,0.25698413059811936,0.3819357482753125,0.3610801211265682,0.09517087498007787,0.0,0.008993420004098267,0.035199562851483346,0.08822658864779946,0.010723799549190591,0.10680540060563284,0.03765852325766718,0.004553630381821908,0.020354727806743928,0.01033674096673573,0.019603378793743312,0.014343935702739008,0.04020855627148744,0.1787982969422372,0.15691810295758293,0.009744769017098882,0.07729787573142688,0.01967168324947064,0.06539013228296259,0.21753910950661853,0.2358604091456077,0.3220216606498195,0.22457882069795426
0605301,74724,16324,38509,19891,16618,26200,31906,8074,16,1096,4088,1502,2067,6097,1506,457,1248,1132,4077,953,3857,6908,8980,2136,15116,3397,2017,12276,12630,17636,15858,0.21845725603554414,0.5153498206734115,0.2661929232910444,0.22239173491783096,0.3506236282854237,0.42698463679674536,0.10805096086933248,0.00021412129971628928,0.014667309030565815,0.05470799207751191,0.020100637010866656,0.027661795407098122,0.08159359777313849,0.02015416733579573,0.006115839623146512,0.016701461377870562,0.015149081954927467,0.05456078368395696,0.01275359991435148,0.05161661581285799,0.0924468711525079,0.12017557946576736,0.02858519351212462,0.20229109790696428,0.045460628446014666,0.026992666345484716,0.21020547945205478,0.21626712328767123,0.301986301369863,0.271541095890411
0605302,73854,15985,39754,18115,15877,25033,32944,23778,0,128,2248,2408,3034,6593,1446,673,839,641,1459,533,2762,6531,8819,484,4507,1647,5324,16054,12672,16411,12732,0.21644054485877542,0.5382782246053024,0.2452812305359222,0.2149782002328919,0.33895252796057085,0.4460692718065372,0.3219595417986839,0.0,0.001733149186232296,0.0304384325832047,0.03260486906599507,0.041081051804912394,0.08927072331898069,0.01957916971321797,0.009112573455736994,0.011360251306632005,0.008679286159178921,0.01975519267744469,0.007216941533295421,0.037398109784168763,0.08843122918189943,0.11941127088580172,0.0065534703604408695,0.06102580767460124,0.022300755544723373,0.07208817396484957,0.27741968929824257,0.2189773453835387,0.2835887953826747,0.22001416993554407
0605303,44722,9281,24270,11171,10381,14705,19636,16726,242,82,1994,4250,847,2002,709,86,296,271,386,17,847,4113,3573,267,3286,644,4084,10206,8152,10050,7033,0.20752649702607218,0.5426859263896964,0.24978757658423148,0.23212289253611199,0.328809087250123,0.43906802021376506,0.3739993739099325,0.005411207012208756,0.0018335494834756942,0.04458655695183578,0.09503152810697196,0.018939224542730646,0.04476543982827244,0.01585349492419838,0.0019229909216940209,0.006618666428156165,0.0060596574392916235,0.008631098788068512,0.00038012611242788785,0.018939224542730646,0.09196815884799428,0.07989356468852019,0.005970216001073297,0.07347614149635526,0.014400071553150574,0.0913197084209114,0.287971558364606,0.23001608306763352,0.2835698766964815,0.19844248187127903
0605500,75882,16162,40873,18847,13998,22472,39412,4971,24,128,4671,12536,1922,5806,1785,426,1298,840,2189,684,4327,5012,10805,1108,11896,2211,3243,12235,13139,18429,15917,0.21298858754381803,0.5386389394059197,0.24837247305026225,0.1844706254447695,0.29614401307292904,0.5193853614823015,0.06550960702142801,0.00031628054083972484,0.001686829551145199,0.061556100260931446,0.16520386916528293,0.02532879997891463,0.07651353417147677,0.023523365224954535,0.005613979599905116,0.017105505917081786,0.011069818929390369,0.02884742099575657,0.009013995413932158,0.057022745842228724,0.0660499196120292,0.1423921351572178,0.01460161830210063,0.15676972140955694,0.029137344824859652,0.04273740808096782,0.20487273945077025,0.2200100468854655,0.3085900870730074,0.2665271265907569
0605700,31036,6295,16063,8678,8155,10334,12547,188,23,522,3207,1454,405,3488,451,280,533,696,1430,52,1274,3218,5446,1297,3400,1834,1838,2891,6545,8530,6775,0.20282897280577394,0.5175602526098724,0.2796107745843536,0.2627593762082743,0.3329681660007733,0.40427245779095244,0.006057481634231215,0.0007410748807836061,0.0168191777290888,0.10333161489882717,0.046848820724320145,0.013049362031189586,0.1123856167031834,0.014531511792756798,0.00902178115736564,0.017173604845985308,0.022425570305451732,0.046075525196545945,0.0016754736435107616,0.04104910426601366,0.10368604201572368,0.1754736435107617,0.041790179146797266,0.10955019976801134,0.05909266658074494,0.05922154916870731,0.1168505719251445,0.2645406410411867,0.3447718362232731,0.2738369508103957
0605901,53385,12844,27528,13013,12077,19256,22052,155,7,441,4492,2520,2191,6493,348,521,1544,1512,4181,265,2766,5127,6393,1280,9973,2239,937,7178,8317,12140,12906,0.2405919265711342,0.5156504636133745,0.24375760981549124,0.2262245949236677,0.36070057132153227,0.41307483375480003,0.0029034372951203522,0.0001311229746183385,0.008260747400955325,0.0841434859979395,0.04720427086260186,0.04104149105553995,0.1216259248852674,0.006518685023883113,0.009759295682307764,0.028921981830102087,0.02832256251756111,0.07831787955418189,0.004963941181979957,0.051812306827760606,0.09603821298117449,0.11975273953357685,0.023976772501639036,0.18681277512409852,0.04194062002435141,0.017551746745340453,0.17705532670629734,0.20515034162946152,0.29944993956735155,0.3183443920968896
0605902,40225,9492,20724,10009,9240,13247,17738,5,0,26,2203,3765,1171,5184,315,583,1187,677,2366,194,2423,6070,7708,1081,3529,1704,34,4870,5957,9201,10705,0.23597265382224986,0.5152019888129273,0.24882535736482286,0.22970789310130516,0.3293225605966439,0.440969546302051,0.0001243008079552517,0.0,0.0006463642013673089,0.054766935985083906,0.09359850839030454,0.029111249223119952,0.12887507768800496,0.007830950901180857,0.01449347420758235,0.029509011808576756,0.016830329397141082,0.05881914232442511,0.0048228713486637665,0.06023617153511498,0.15090118085767557,0.19162212554381602,0.02687383467992542,0.08773151025481665,0.042361715351149784,0.0008452454940957116,0.15846158852048287,0.19383073569127648,0.2993850258679595,0.3483226499202811
0605903,116771,27303,63877,25591,22409,34881,59481,27,11,183,5409,2773,4173,13147,1844,2281,8452,5955,14480,2329,6362,4150,17186,2623,18404,5054,1928,14075,16832,26092,32469,0.23381661542677548,0.5470279435818824,0.21915544099134202,0.19190552448810064,0.2987128653518425,0.5093816101600569,0.0002312217930821865,9.420147125570562e-05,0.0015671699308903752,0.046321432547464694,0.02374733452655197,0.035736612686369046,0.11258788569079652,0.015791592090501922,0.019533959630387683,0.07238098500483853,0.050997251029793356,0.12400339125296521,0.019945020595867124,0.054482705466254465,0.03553964597374348,0.1471769531818688,0.022462769009428712,0.15760762518090965,0.043281294156939654,0.016510948780090948,0.15731881790137256,0.18813430500290607,0.2916349979881075,0.3629118791076139
0605904,331290,68923,192091,70276,43418,83014,204858,264,6,843,16195,44369,21373,15524,4737,14040,29197,13397,49471,11625,32502,24780,20963,2965,20892,6227,1920,39270,47385,76177,99535,0.2080443116302937,0.5798273416040327,0.21212834676567358,0.1310573817501283,0.25057804340607925,0.6183645748437925,0.0007968849044643666,1.8111020556008332e-05,0.0025445983881191704,0.04888466298409249,0.1339279785082556,0.06451447372392767,0.046859247185245555,0.014298650728968578,0.042379788101059496,0.08813124452896254,0.0404388903981406,0.1493283829877147,0.03509010232726614,0.09810739835189713,0.07479851489631441,0.0632768873192671,0.008949862658094117,0.063062573576021,0.018796220833710645,0.005795526577922666,0.14967583575678345,0.180605792649228,0.2903452034745223,0.37937316811946625
0605905,80841,18554,44366,17921,15751,26234,38856,1045,14,47,6718,6825,5302,8804,483,1208,6063,2528,9177,1925,5200,4832,7483,912,8348,3589,338,11394,12265,18881,19747,0.22951225244615975,0.5488056802859935,0.22168206726784676,0.19483925235957003,0.3245135512920424,0.4806471963483876,0.012926609022649398,0.00017317945102114025,0.0005813881569995423,0.08310139656857288,0.08442498237280588,0.06558553209386327,0.10890513477072278,0.005974691060229339,0.01494291263096696,0.07499907225294096,0.03127126087010304,0.11351913014435744,0.023812174515406785,0.06432379609356638,0.05977165052386784,0.09256441657079947,0.011281404237948565,0.10326443265174849,0.044395789265348026,0.004181046746081815,0.18292741663589512,0.19691107293656782,0.3031290638495994,0.3170324465779376
0605906,92642,23061,49077,20504,21062,32323,39257,21,3,210,7339,9920,5432,10585,3836,604,7729,1190,4004,2801,11579,7647,6447,852,9071,2406,966,14181,15018,21416,18966,0.24892597310075343,0.5297489259731007,0.2213251009261458,0.2273482869540813,0.3489022257723279,0.4237494872735908,0.00022667904406208848,3.2382720580298354e-05,0.0022667904406208847,0.07921892877960321,0.10707886271885322,0.05863431273072688,0.11425703244748601,0.04140670538200816,0.006519721076833402,0.083428682455042,0.012845145830185013,0.043220137734504865,0.03023466678180523,0.1249865071997582,0.0825435547591805,0.06959046652706116,0.009196692644804732,0.09791455279462878,0.025970941905399277,0.010427236026856069,0.20380563659619724,0.215834782483724,0.30778517123927507,0.27257440968080365
